TWEET	EMOJI	LANGUAGE
16700		fr
16701		fr
16702		fr
16703		fr
16704	smiling face with smiling eyes	fr
16705		fr
16706		fr
16707		fr
16708		fr
16709		fr
16710		fr
16711		fr
16712		fr
16713		fr
16714		fr
16715		fr
16716		fr
16717		fr
16718	registered	fr
16719	backhand index pointing down	fr
16719	smiling face with heart-eyes	fr
16720		fr
16721		fr
16722		fr
16723		fr
16724	crossed fingers	fr
16725		fr
16726		fr
16727		fr
16728	glowing star	fr
16729		fr
16730		fr
16731		fr
16732		fr
16733		fr
16734		fr
16735		fr
16736		fr
16737		fr
16738		fr
16739	thinking face	fr
16740		fr
16741	loudly crying face	fr
16741	loudly crying face	fr
16741	loudly crying face	fr
16741	red heart	fr
16742	fire	fr
16742	fire	fr
16742	fire	fr
16742	fire	fr
16743	face with tears of joy	fr
16744		fr
16745		fr
16746		fr
16747	heart suit	fr
16748	spaghetti	fr
16748	face with tears of joy	fr
16749		fr
16750		fr
16751		fr
16752		fr
16753		fr
16754		fr
16755		fr
16756		fr
16757		fr
16758		fr
16759		fr
16760		fr
16761		fr
16762		fr
16763		fr
16764		fr
16765		fr
16766		fr
16767		fr
16768		fr
16769	sleepy face	fr
16769	sleepy face	fr
16769	face with tears of joy	fr
16769	face with tears of joy	fr
16770		fr
16771		fr
16772		fr
16773		fr
16774		fr
16775		fr
16776		fr
16777		fr
16778		fr
16779		fr
16780		fr
16781	smiling face with sunglasses	fr
16781	backhand index pointing down	fr
16782	face with tears of joy	fr
16782	face with tears of joy	fr
16782	face with tears of joy	fr
16783		fr
16784		fr
16785		fr
16786		fr
16787		fr
16788		fr
16789	person gesturing NO	fr
16789	female sign	fr
16790		fr
16791	pensive face	fr
16792	skull	fr
16793		fr
16794		fr
16795		fr
16796		fr
16797	loudly crying face	fr
16798		fr
16799		fr
16800		fr
16801		fr
16802		fr
16803		fr
16804		fr
16805		fr
16806		fr
16807		fr
16808		fr
16809		fr
16810		fr
16811		fr
16812	loudly crying face	fr
16813		fr
16814		fr
16815		fr
16816		fr
16817		fr
16818		fr
16819		fr
16820		fr
16821		fr
16822		fr
16823		fr
16824		fr
16825	loudly crying face	fr
16826		fr
16827		fr
16828		fr
16829		fr
16830		fr
16831	face with tears of joy	fr
16832		fr
16833	face blowing a kiss	fr
16833	beating heart	fr
16834		fr
16835	party popper	fr
16835	party popper	fr
16835	party popper	fr
16836		fr
16837		fr
16838		fr
16839	smirking face	fr
16840		fr
16841		fr
16842		fr
16843		fr
16844		fr
16845	loudly crying face	fr
16845	loudly crying face	fr
16845	loudly crying face	fr
16845	loudly crying face	fr
16845	loudly crying face	fr
16845	loudly crying face	fr
16846		fr
16847		fr
16848		fr
16849	growing heart	fr
16849	heart decoration	fr
16849	red heart	fr
16850		fr
16851		fr
16852		fr
16853	kissing face with smiling eyes	fr
16854		fr
16855		fr
16856		fr
16857		fr
16858		fr
16859		fr
16860		fr
16861		fr
16862		fr
16863	grinning face	fr
16864		fr
16865		fr
16866		fr
16867		fr
16868		fr
16869		fr
16870		fr
16871	face with tears of joy	fr
16871	face with tears of joy	fr
16871	face with tears of joy	fr
16872		fr
16873		fr
16874		fr
16875		fr
16876		fr
16877		fr
16878		fr
16879	loudly crying face	fr
16880		fr
16881		fr
16882		fr
16883		fr
16884		fr
16885		fr
16886		fr
16887		fr
16888		fr
16889		fr
16890		fr
16891		fr
16892		fr
16893		fr
16894		fr
16895		fr
16896		fr
16897		fr
16898		fr
16899		fr
16900	flexed biceps	fr
16900	flexed biceps	fr
16900	flexed biceps	fr
16901		fr
16902		fr
16903		fr
16904		fr
16905	red heart	fr
16906		fr
16907		fr
16908		fr
16909		fr
16910		fr
16911		fr
16912	pensive face	fr
16912	person bowing	fr
16912	female sign	fr
16913		fr
16914		fr
16915	person shrugging	fr
16915	male sign	fr
16916	flexed biceps	fr
16916	flexed biceps	fr
16916	flexed biceps	fr
16917		fr
16918		fr
16919		fr
16920		fr
16921		fr
16922	glowing star	fr
16923		fr
16924		fr
16925		fr
16926		fr
16927		fr
16928		fr
16929		fr
16930		fr
16931		fr
16932		fr
16933		fr
16934		fr
16935		fr
16936		fr
16937		fr
16938	sun	fr
16939		fr
16940		fr
16941		fr
16942		fr
16943		fr
16944		fr
16945		fr
16946		fr
16947		fr
16948	thinking face	fr
16949		fr
16950		fr
16951		fr
16952		fr
16953		fr
16954		fr
16955		fr
16956		fr
16957		fr
16958		fr
16959		fr
16960		fr
16961		fr
16962		fr
16963		fr
16964	smiling face	fr
16965		fr
16966		fr
16967		fr
16968	face with tears of joy	fr
16969		fr
16970		fr
16971		fr
16972		fr
16973		fr
16974		fr
16975		fr
16976		fr
16977	face with tears of joy	fr
16977	face with tears of joy	fr
16978		fr
16979	rolling on the floor laughing	fr
16979	rolling on the floor laughing	fr
16979	rolling on the floor laughing	fr
16980	thumbs down	fr
16981		fr
16982	loudly crying face	fr
16982	loudly crying face	fr
16982	loudly crying face	fr
16983		fr
16984	oncoming fist	fr
16985		fr
16986		fr
16987		fr
16988		fr
16989	beaming face with smiling eyes	fr
16990	smiling face with heart-eyes	fr
16991		fr
16992		fr
16993		fr
16994		fr
16995		fr
16996		fr
16997		fr
16998		fr
16999		fr
17000		fr
17001		fr
17002	pouting face	fr
17002	upside-down face	fr
17002	nauseated face	fr
17003		fr
17004	upside-down face	fr
17005		fr
17006		fr
17007		fr
17008	grinning face with sweat	fr
17009		fr
17010		fr
17011	face with open mouth	fr
17012		fr
17013		fr
17014		fr
17015	face with tears of joy	fr
17015	face with tears of joy	fr
17015	face with tears of joy	fr
17016		fr
17017		fr
17018		fr
17019		fr
17020		fr
17021		fr
17022		fr
17023	yellow heart	fr
17023	face with tears of joy	fr
17024		fr
17025		fr
17026		fr
17027		fr
17028		fr
17029		fr
17030		fr
17031		fr
17032		fr
17033		fr
17034		fr
17035		fr
17036		fr
17037		fr
17038	money-mouth face	fr
17038	money-mouth face	fr
17039		fr
17040		fr
17041		fr
17042		fr
17043		fr
17044	rolling on the floor laughing	fr
17044	rolling on the floor laughing	fr
17044	rolling on the floor laughing	fr
17044	rolling on the floor laughing	fr
17044	rolling on the floor laughing	fr
17044	thumbs down	fr
17044	thumbs down	fr
17045	face with tears of joy	fr
17046		fr
17047		fr
17048		fr
17049		fr
17050		fr
17051	anxious face with sweat	fr
17052		fr
17053		fr
17054		fr
17055		fr
17056		fr
17057		fr
17058		fr
17059		fr
17060		fr
17061	folded hands	fr
17061	face blowing a kiss	fr
17061	face blowing a kiss	fr
17061	face blowing a kiss	fr
17062		fr
17063		fr
17064		fr
17065		fr
17066		fr
17067		fr
17068		fr
17069	face with tears of joy	fr
17069	face with tears of joy	fr
17070		fr
17071		fr
17072	face with tears of joy	fr
17072	face with tears of joy	fr
17073		fr
17074		fr
17075		fr
17076	face with tears of joy	fr
17077		fr
17078		fr
17079		fr
17080	sparkles	fr
17081		fr
17082		fr
17083		fr
17084		fr
17085	sparkles	fr
17086		fr
17087		fr
17088		fr
17089		fr
17090	weary face	fr
17091	face with tears of joy	fr
17092	loudly crying face	fr
17093		fr
17094		fr
17095		fr
17096		fr
17097	heart with arrow	fr
17098		fr
17099	face with tears of joy	fr
17099	face with tears of joy	fr
17099	face with tears of joy	fr
17100		fr
17101	neutral face	fr
17102		fr
17103		fr
17104		fr
17105		fr
17106		fr
17107		fr
17108		fr
17109		fr
17110		fr
17111		fr
17112	drooling face	fr
17112	drooling face	fr
17113	loudspeaker	fr
17113	loudspeaker	fr
17114		fr
17115		fr
17116	red heart	fr
17117		fr
17118		fr
17119		fr
17120		fr
17121		fr
17122		fr
17123		fr
17124		fr
17125		fr
17126		fr
17127		fr
17128	thumbs up	fr
17129		fr
17130		fr
17131		fr
17132	winking face with tongue	fr
17133		fr
17134		fr
17135		fr
17136		fr
17137		fr
17138		fr
17139	smiling face with heart-eyes	fr
17139	woman dancing	fr
17140		fr
17141		fr
17142		fr
17143		fr
17144		fr
17145		fr
17146	soccer ball	fr
17147		fr
17148		fr
17149		fr
17150		fr
17151	red heart	fr
17151	red heart	fr
17151	red heart	fr
17152		fr
17153		fr
17154		fr
17155		fr
17156		fr
17157		fr
17158		fr
17159		fr
17160		fr
17161	loudly crying face	fr
17162		fr
17163		fr
17164		fr
17165		fr
17166	face with tears of joy	fr
17167		fr
17168		fr
17169		fr
17170		fr
17171		fr
17172		fr
17173		fr
17174		fr
17175	person shrugging	fr
17175	female sign	fr
17176		fr
17177		fr
17178		fr
17179		fr
17180		fr
17181		fr
17182		fr
17183		fr
17184		fr
17185	face blowing a kiss	fr
17185	beaming face with smiling eyes	fr
17186		fr
17187		fr
17188		fr
17189		fr
17190	soccer ball	fr
17190	goal net	fr
17191		fr
17192		fr
17193		fr
17194	loudly crying face	fr
17194	loudly crying face	fr
17194	face with tears of joy	fr
17194	face with tears of joy	fr
17194	face with tears of joy	fr
17195		fr
17196		fr
17197		fr
17198		fr
17199		fr
17200		fr
17201		fr
17202		fr
17203		fr
17204		fr
17205		fr
17206		fr
17207		fr
17208	face with tears of joy	fr
17208	face with tears of joy	fr
17208	face with tears of joy	fr
17208	loudly crying face	fr
17208	loudly crying face	fr
17208	loudly crying face	fr
17209	person gesturing NO	fr
17209	male sign	fr
17210		fr
17211		fr
17212		fr
17213		fr
17214		fr
17215		fr
17216		fr
17217		fr
17218		fr
17219		fr
17220		fr
17221		fr
17222	END arrow	fr
17222	round pushpin	fr
17223		fr
17224		fr
17225		fr
17226		fr
17227	radio	fr
17227	right arrow	fr
17228	loudly crying face	fr
17228	loudly crying face	fr
17228	loudly crying face	fr
17228	loudly crying face	fr
17228	loudly crying face	fr
17229		fr
17230		fr
17231		fr
17232		fr
17233		fr
17234	face with monocle	fr
17235		fr
17236		fr
17237		fr
17238		fr
17239		fr
17240		fr
17241		fr
17242		fr
17243		fr
17244		fr
17245		fr
17246		fr
17247		fr
17248		fr
17249		fr
17250		fr
17251	relieved face	fr
17252		fr
17253		fr
17254		fr
17255		fr
17256		fr
17257		fr
17258		fr
17259	kissing face with closed eyes	fr
17259	kissing face with closed eyes	fr
17259	kissing face with closed eyes	fr
17259	kissing face with closed eyes	fr
17259	kiss mark	fr
17259	kiss mark	fr
17259	kiss mark	fr
17259	kiss mark	fr
17260		fr
17261		fr
17262		fr
17263		fr
17264		fr
17265		fr
17266	blue circle	fr
17266	white circle	fr
17266	blue circle	fr
17266	white circle	fr
17266	blue circle	fr
17266	white circle	fr
17266	blue circle	fr
17266	white circle	fr
17266	blue circle	fr
17266	white circle	fr
17266	blue circle	fr
17266	white circle	fr
17267		fr
17268		fr
17269		fr
17270		fr
17271		fr
17272		fr
17273		fr
17274		fr
17275	loudly crying face	fr
17275	loudly crying face	fr
17275	loudly crying face	fr
17275	loudly crying face	fr
17275	loudly crying face	fr
17276		fr
17277		fr
17278		fr
17279		fr
17280		fr
17281		fr
17282		fr
17283		fr
17284		fr
17285		fr
17286		fr
17287		fr
17288	smiling face with smiling eyes	fr
17288	front-facing baby chick	fr
17289		fr
17290		fr
17291		fr
17292	smiling face with heart-eyes	fr
17293		fr
17294		fr
17295	loudly crying face	fr
17296		fr
17297	anchor	fr
17297	sun with face	fr
17297	anchor	fr
17298		fr
17299		fr
17300		fr
17301		fr
17302		fr
17303		fr
17304		fr
17305		fr
17306		fr
17307		fr
17308		fr
17309	sparkles	fr
17310		fr
17311		fr
17312		fr
17313	beaming face with smiling eyes	fr
17314		fr
17315	warning	fr
17315	warning	fr
17315	warning	fr
17315	warning	fr
17315	warning	fr
17315	warning	fr
17315	warning	fr
17315	warning	fr
17315	warning	fr
17315	warning	fr
17315	warning	fr
17315	warning	fr
17315	warning	fr
17315	warning	fr
17316		fr
17317		fr
17318		fr
17319		fr
17320	face with monocle	fr
17321		fr
17322		fr
17323		fr
17324		fr
17325		fr
17326		fr
17327		fr
17328		fr
17329		fr
17330		fr
17331	face with tears of joy	fr
17331	face with tears of joy	fr
17332		fr
17333		fr
17334	red heart	fr
17334	red heart	fr
17335		fr
17336		fr
17337		fr
17338	thinking face	fr
17339		fr
17340	movie camera	fr
17340	movie camera	fr
17341		fr
17342	sparkles	fr
17343		fr
17344		fr
17345	smiling face with heart-eyes	fr
17345	smiling face with heart-eyes	fr
17345	red heart	fr
17346		fr
17347	red heart	fr
17348		fr
17349		fr
17350		fr
17351		fr
17352		fr
17353	loudly crying face	fr
17353	loudly crying face	fr
17354		fr
17355		fr
17356		fr
17357	face with rolling eyes	fr
17357	face with rolling eyes	fr
17357	red heart	fr
17358		fr
17359		fr
17360		fr
17361		fr
17362		fr
17363	red heart	fr
17364	backhand index pointing right	fr
17365		fr
17366		fr
17367		fr
17368		fr
17369		fr
17370		fr
17371	sparkling heart	fr
17372		fr
17373		fr
17374		fr
17375		fr
17376		fr
17377		fr
17378		fr
17379		fr
17380		fr
17381		fr
17382		fr
17383		fr
17384		fr
17385		fr
17386	thumbs up	fr
17386	green heart	fr
17387	smiling face with horns	fr
17388	downcast face with sweat	fr
17388	downcast face with sweat	fr
17388	downcast face with sweat	fr
17389		fr
17390		fr
17391		fr
17392		fr
17393	revolving hearts	fr
17394	person facepalming	fr
17394	male sign	fr
17395		fr
17396		fr
17397		fr
17398		fr
17399	person shrugging	fr
17399	female sign	fr
17400		fr
17401		fr
17402		fr
17403		fr
17404		fr
17405		fr
17406		fr
17407		fr
17408		fr
17409		fr
17410	red heart	fr
17411		fr
17412	face with tears of joy	fr
17412	face with tears of joy	fr
17412	face with tears of joy	fr
17412	face with tears of joy	fr
17412	face with tears of joy	fr
17412	face with tears of joy	fr
17413		fr
17414	face without mouth	fr
17415		fr
17416		fr
17417	face with tears of joy	fr
17417	face with tears of joy	fr
17418		fr
17419		fr
17420		fr
17421		fr
17422	loudly crying face	fr
17422	red heart	fr
17423		fr
17424	face with tears of joy	fr
17424	face with tears of joy	fr
17424	face with tears of joy	fr
17425		fr
17426		fr
17427		fr
17428	loudly crying face	fr
17428	loudly crying face	fr
17428	loudly crying face	fr
17428	loudly crying face	fr
17428	red heart	fr
17429	face with tears of joy	fr
17430		fr
17431		fr
17432		fr
17433		fr
17434		fr
17435		fr
17436		fr
17437		fr
17438	loudly crying face	fr
17438	loudly crying face	fr
17438	loudly crying face	fr
17439		fr
17440		fr
17441		fr
17442		fr
17443		fr
17444		fr
17445		fr
17446		fr
17447		fr
17448	face screaming in fear	fr
17449		fr
17450		fr
17451		fr
17452	thumbs up	fr
17452	thumbs up	fr
17452	thumbs up	fr
17453	thinking face	fr
17453	beaming face with smiling eyes	fr
17454		fr
17455		fr
17456		fr
17457		fr
17458		fr
17459		fr
17460		fr
17461		fr
17462		fr
17463		fr
17464	loudly crying face	fr
17464	loudly crying face	fr
17465		fr
17466	face with rolling eyes	fr
17467		fr
17468		fr
17469		fr
17470		fr
17471	face with tears of joy	fr
17471	face with tears of joy	fr
17472		fr
17473		fr
17474		fr
17475	face with tears of joy	fr
17475	face with tears of joy	fr
17475	face with tears of joy	fr
17475	face with tears of joy	fr
17475	loudly crying face	fr
17475	loudly crying face	fr
17475	loudly crying face	fr
17475	loudly crying face	fr
17475	loudly crying face	fr
17475	loudly crying face	fr
17475	loudly crying face	fr
17475	loudly crying face	fr
17475	loudly crying face	fr
17476		fr
17477		fr
17478		fr
17479		fr
17480		fr
17481		fr
17482		fr
17483		fr
17484		fr
17485		fr
17486		fr
17487		fr
17488	face with tears of joy	fr
17488	face with tears of joy	fr
17488	face with tears of joy	fr
17488	face with tears of joy	fr
17489	rolling on the floor laughing	fr
17490	face with tears of joy	fr
17490	face with tears of joy	fr
17491		fr
17492		fr
17493		fr
17494		fr
17495	beaming face with smiling eyes	fr
17495	grinning face with sweat	fr
17496		fr
17497	face without mouth	fr
17498	loudly crying face	fr
17499		fr
17500		fr
17501		fr
17502	smiling face with sunglasses	fr
17503		fr
17504		fr
17505		fr
17506		fr
17507		fr
17508		fr
17509		fr
17510		fr
17511		fr
17512		fr
17513		fr
17514		fr
17515		fr
17516		fr
17517		fr
17518	registered	fr
17519	red heart	fr
17520		fr
17521	clapping hands	fr
17521	clapping hands	fr
17521	clapping hands	fr
17521	clapping hands	fr
17521	clapping hands	fr
17522		fr
17523	loudly crying face	fr
17523	loudly crying face	fr
17524		fr
17525		fr
17526		fr
17527		fr
17528		fr
17529		fr
17530	person shrugging	fr
17530	male sign	fr
17531		fr
17532		fr
17533		fr
17534	white heavy check mark	fr
17535		fr
17536		fr
17537		fr
17538		fr
17539	fire	fr
17539	fire	fr
17539	fire	fr
17540		fr
17541	face blowing a kiss	fr
17541	red heart	fr
17542		fr
17543		fr
17544		fr
17545		fr
17546		fr
17547		fr
17548		fr
17549		fr
17550		fr
17551		fr
17552		fr
17553		fr
17554		fr
17555		fr
17556		fr
17557		fr
17558		fr
17559		fr
17560	play button	fr
17561	face blowing a kiss	fr
17562		fr
17563		fr
17564		fr
17565		fr
17566		fr
17567		fr
17568		fr
17569		fr
17570		fr
17571	loudly crying face	fr
17572		fr
17573		fr
17574		fr
17575		fr
17576		fr
17577		fr
17578	winking face	fr
17579		fr
17580		fr
17581		fr
17582		fr
17583		fr
17584		fr
17585		fr
17586		fr
17587		fr
17588		fr
17589		fr
17590		fr
17591	face screaming in fear	fr
17591	face screaming in fear	fr
17591	face screaming in fear	fr
17592		fr
17593		fr
17594		fr
17595		fr
17596	beaming face with smiling eyes	fr
17597	red heart	fr
17598		fr
17599		fr
17600	high voltage	fr
17600	high voltage	fr
17600	clapping hands	fr
17601		fr
17602		fr
17603		fr
17604		fr
17605		fr
17606		fr
17607		fr
17608		fr
17609		fr
17610		fr
17611		fr
17612	anxious face with sweat	fr
17613		fr
17614		fr
17615	red heart	fr
17616		fr
17617		fr
17618		fr
17619		fr
17620	raising hands	fr
17621		fr
17622		fr
17623		fr
17624	person shrugging	fr
17624	male sign	fr
17625		fr
17626		fr
17627		fr
17628		fr
17629		fr
17630		fr
17631	loudly crying face	fr
17632	slightly smiling face	fr
17633		fr
17634		fr
17635		fr
17636		fr
17637		fr
17638	woman dancing	fr
17638	man dancing	fr
17639		fr
17640		fr
17641		fr
17642		fr
17643		fr
17644		fr
17645		fr
17646		fr
17647		fr
17648		fr
17649		fr
17650		fr
17651		fr
17652		fr
17653		fr
17654		fr
17655		fr
17656		fr
17657	folded hands	fr
17658	face with tears of joy	fr
17659	wrapped gift	fr
17659	wrapped gift	fr
17659	OK hand	fr
17660		fr
17661		fr
17662		fr
17663		fr
17664		fr
17665		fr
17666	face with tears of joy	fr
17667		fr
17668		fr
17669	zipper-mouth face	fr
17669	face with rolling eyes	fr
17670	slightly smiling face	fr
17671		fr
17672		fr
17673	face with raised eyebrow	fr
17674		fr
17675		fr
17676		fr
17677		fr
17678		fr
17679		fr
17680		fr
17681		fr
17682		fr
17683		fr
17684		fr
17685		fr
17686		fr
17687		fr
17688		fr
17689		fr
17690	grinning face with sweat	fr
17690	grinning face with sweat	fr
17691		fr
17692		fr
17693		fr
17694	loudly crying face	fr
17694	loudly crying face	fr
17695		fr
17696		fr
17697		fr
17698		fr
17699		fr
17700		fr
17701		fr
17702		fr
17703	four leaf clover	fr
17704		fr
17705	red heart	fr
17706		fr
17707		fr
17708	face with tears of joy	fr
17709		fr
17710		fr
17711		fr
17712		fr
17713		fr
17714	grinning face with sweat	fr
17715	winking face	fr
17715	face with tears of joy	fr
17716	smiling face with heart-eyes	fr
17716	red heart	fr
17716	face savoring food	fr
17716	face savoring food	fr
17716	kiss mark	fr
17716	kiss mark	fr
17717		fr
17718	red heart	fr
17719		fr
17720		fr
17721	face with tears of joy	fr
17722		fr
17723		fr
17724		fr
17725		fr
17726		fr
17727		fr
17728		fr
17729		fr
17730		fr
17731		fr
17732		fr
17733		fr
17734		fr
17735		fr
17736		fr
17737	loudspeaker	fr
17737	red circle	fr
17738		fr
17739		fr
17740		fr
17741		fr
17742		fr
17743		fr
17744	smiling face with heart-eyes	fr
17744	red heart	fr
17744	face savoring food	fr
17744	face savoring food	fr
17744	kiss mark	fr
17744	kiss mark	fr
17745		fr
17746	collision	fr
17747		fr
17748		fr
17749		fr
17750	rose	fr
17750	sparkling heart	fr
17750	face blowing a kiss	fr
17751		fr
17752		fr
17753		fr
17754		fr
17755		fr
17756		fr
17757		fr
17758		fr
17759		fr
17760		fr
17761	face with tears of joy	fr
17761	face with tears of joy	fr
17761	face with tears of joy	fr
17761	face with tears of joy	fr
17762		fr
17763		fr
17764		fr
17765		fr
17766	smiling face with heart-eyes	fr
17767		fr
17768		fr
17769		fr
17770		fr
17771		fr
17772		fr
17773		fr
17774		fr
17775		fr
17776		fr
17777		fr
17778		fr
17779	hugging face	fr
17780		fr
17781	grinning squinting face	fr
17781	hugging face	fr
17781	thumbs up	fr
17782		fr
17783		fr
17784		fr
17785		fr
17786		fr
17787		fr
17788		fr
17789		fr
17790		fr
17791		fr
17792	rolling on the floor laughing	fr
17793		fr
17794		fr
17795		fr
17796		fr
17797		fr
17798	loudly crying face	fr
17799		fr
17800		fr
17801		fr
17802		fr
17803		fr
17804	broken heart	fr
17805		fr
17806		fr
17807		fr
17808		fr
17809		fr
17810		fr
17811		fr
17812	face with tears of joy	fr
17813		fr
17814	loudly crying face	fr
17815		fr
17816		fr
17817		fr
17818		fr
17819		fr
17820		fr
17821		fr
17822		fr
17823		fr
17824		fr
17825		fr
17826	red heart	fr
17826	red heart	fr
17827		fr
17828	grinning face	fr
17829	face with tears of joy	fr
17829	face with tears of joy	fr
17829	face with tears of joy	fr
17829	face with tears of joy	fr
17830		fr
17831		fr
17832		fr
17833		fr
17834		fr
17835		fr
17836		fr
17837		fr
17838		fr
17839	person shrugging	fr
17839	male sign	fr
17840		fr
17841		fr
17842		fr
17843		fr
17844		fr
17845		fr
17846		fr
17847		fr
17848	face with tears of joy	fr
17848	face with tears of joy	fr
17848	face with tears of joy	fr
17848	face with tears of joy	fr
17849	winking face	fr
17849	face with tears of joy	fr
17850		fr
17851		fr
17852		fr
17853		fr
17854		fr
17855		fr
17856		fr
17857	orange heart	fr
17858		fr
17859		fr
17860		fr
17861		fr
17862		fr
17863		fr
17864		fr
17865		fr
17866		fr
17867		fr
17868		fr
17869		fr
17870		fr
17871		fr
17872		fr
17873		fr
17874		fr
17875	face without mouth	fr
17876		fr
17877	sparkles	fr
17878		fr
17879	skull	fr
17880		fr
17881	smirking face	fr
17882		fr
17883		fr
17884		fr
17885		fr
17886	smiling face with heart-eyes	fr
17886	smiling face with heart-eyes	fr
17886	smiling face with heart-eyes	fr
17886	smiling face with heart-eyes	fr
17887		fr
17888		fr
17889		fr
17890		fr
17891		fr
17892		fr
17893		fr
17894		fr
17895		fr
17896		fr
17897		fr
17898	upside-down face	fr
17898	upside-down face	fr
17899		fr
17900		fr
17901		fr
17902		fr
17903	man	fr
17903	school	fr
17904		fr
17905		fr
17906		fr
17907	face with rolling eyes	fr
17908	soccer ball	fr
17908	basketball	fr
17908	green heart	fr
17909		fr
17910		fr
17911	loudly crying face	fr
17912		fr
17913		fr
17914	face with tears of joy	fr
17914	face with tears of joy	fr
17914	face with tears of joy	fr
17915		fr
17916	thumbs up	fr
17917	red heart	fr
17917	loudly crying face	fr
17918	face with rolling eyes	fr
17919		fr
17920		fr
17921		fr
17922		fr
17923	lion face	fr
17924		fr
17925		fr
17926		fr
17927		fr
17928		fr
17929		fr
17930		fr
17931	face with tears of joy	fr
17931	face with tears of joy	fr
17931	face with tears of joy	fr
17932	face with tears of joy	fr
17933		fr
17934	loudly crying face	fr
17935		fr
17936		fr
17937		fr
17938		fr
17939		fr
17940		fr
17941	new moon face	fr
17942		fr
17943	man	fr
17943	woman	fr
17943	girl	fr
17943	boy	fr
17943	baby	fr
17944		fr
17945		fr
17946		fr
17947		fr
17948		fr
17949		fr
17950		fr
17951		fr
17952		fr
17953		fr
17954		fr
17955	loudspeaker	fr
17956		fr
17957		fr
17958	face with tears of joy	fr
17959		fr
17960		fr
17961		fr
17962		fr
17963		fr
17964	loudly crying face	fr
17964	loudly crying face	fr
17965		fr
17966		fr
17967	winking face	fr
17968		fr
17969		fr
17970		fr
17971		fr
17972		fr
17973		fr
17974	smiling face with heart-eyes	fr
17974	red heart	fr
17974	face savoring food	fr
17974	face savoring food	fr
17974	kiss mark	fr
17974	kiss mark	fr
17975		fr
17976		fr
17977	smiling face with heart-eyes	fr
17977	red heart	fr
17978		fr
17979		fr
17980	hundred points	fr
17980	hundred points	fr
17981		fr
17982	red heart	fr
17983		fr
17984		fr
17985		fr
17986		fr
17987		fr
17988		fr
17989		fr
17990		fr
17991		fr
17992		fr
17993		fr
17994		fr
17995		fr
17996		fr
17997		fr
17998		fr
17999	expressionless face	fr
18000		fr
18001		fr
18002	grinning face with smiling eyes	fr
18003		fr
18004		fr
18005		fr
18006		fr
18007		fr
18008		fr
18009	smiling face with heart-eyes	fr
18010		fr
18011		fr
18012		fr
18013		fr
18014		fr
18015	face vomiting	fr
18015	face vomiting	fr
18015	face vomiting	fr
18015	face vomiting	fr
18016		fr
18017	winking face	fr
18018		fr
18019	flushed face	fr
18019	flushed face	fr
18019	flushed face	fr
18020		fr
18021		fr
18022		fr
18023	face with tears of joy	fr
18024	movie camera	fr
18024	movie camera	fr
18025	euro banknote	fr
18025	euro banknote	fr
18025	euro banknote	fr
18025	euro banknote	fr
18026		fr
18027		fr
18028		fr
18029		fr
18030		fr
18031	hamster face	fr
18032		fr
18033		fr
18034		fr
18035		fr
18036		fr
18037		fr
18038		fr
18039	musical notes	fr
18039	musical notes	fr
18040		fr
18041		fr
18042	loudly crying face	fr
18043		fr
18044		fr
18045		fr
18046		fr
18047	loudly crying face	fr
18047	loudly crying face	fr
18048	smiling face with heart-eyes	fr
18048	backhand index pointing down	fr
18049		fr
18050		fr
18051		fr
18052	loudspeaker	fr
18053		fr
18054		fr
18055		fr
18056		fr
18057		fr
18058		fr
18059		fr
18060		fr
18061		fr
18062		fr
18063		fr
18064		fr
18065		fr
18066	purple heart	fr
18067	oncoming fist	fr
18067	clapping hands	fr
18067	clapping hands	fr
18067	clapping hands	fr
18068		fr
18069	clapping hands	fr
18070	person shrugging	fr
18070	female sign	fr
18071	red heart	fr
18072		fr
18073		fr
18074	flexed biceps	fr
18075		fr
18076		fr
18077		fr
18078	eagle	fr
18079		fr
18080		fr
18081		fr
18082	grinning face	fr
18082	grinning face	fr
18083	smiling face with smiling eyes	fr
18084		fr
18085	anxious face with sweat	fr
18085	fearful face	fr
18085	face screaming in fear	fr
18086		fr
18087		fr
18088		fr
18089		fr
18090		fr
18091		fr
18092		fr
18093		fr
18094		fr
18095	face with tears of joy	fr
18096		fr
18097	sneezing face	fr
18098		fr
18099		fr
18100		fr
18101		fr
18102		fr
18103		fr
18104	face screaming in fear	fr
18105	face screaming in fear	fr
18106		fr
18107		fr
18108		fr
18109		fr
18110		fr
18111		fr
18112		fr
18113		fr
18114		fr
18115		fr
18116		fr
18117		fr
18118	woman	fr
18118	red heart	fr
18118	kiss mark	fr
18118	woman	fr
18119		fr
18120	face screaming in fear	fr
18121		fr
18122		fr
18123		fr
18124	face with raised eyebrow	fr
18125		fr
18126		fr
18127		fr
18128	crying face	fr
18129		fr
18130		fr
18131		fr
18132		fr
18133		fr
18134		fr
18135		fr
18136	cat face with tears of joy	fr
18137		fr
18138		fr
18139		fr
18140	face with tears of joy	fr
18141		fr
18142		fr
18143		fr
18144		fr
18145		fr
18146		fr
18147		fr
18148		fr
18149		fr
18150		fr
18151	loudly crying face	fr
18152	litter in bin sign	fr
18153		fr
18154		fr
18155		fr
18156		fr
18157		fr
18158		fr
18159		fr
18160		fr
18161		fr
18162		fr
18163		fr
18164		fr
18165		fr
18166	face with rolling eyes	fr
18167		fr
18168		fr
18169		fr
18170		fr
18171		fr
18172		fr
18173		fr
18174		fr
